state,district,year,quarter,period_id,registered_users
andhra pradesh,kurnool,2025,2,8101,1314765
andhra pradesh,kurnool,2025,3,8102,1350672
andhra pradesh,kurnool,2025,4,8103,1385274
andhra pradesh,kurnool,2026,1,8104,1413409
andhra pradesh,kurnool,2026,2,8105,1445853
andhra pradesh,nandyal,2018,1,8072,94960
andhra pradesh,nandyal,2018,2,8073,127600
andhra pradesh,nandyal,2018,3,8074,157994
andhra pradesh,nandyal,2018,4,8075,200383
andhra pradesh,nandyal,2019,1,8076,239136
andhra pradesh,nandyal,2019,2,8077,269283
andhra pradesh,nandyal,2019,3,8078,298272
andhra pradesh,nandyal,2019,4,8079,333841
andhra pradesh,nandyal,2020,1,8080,368985
andhra pradesh,nandyal,2020,2,8081,408042
andhra pradesh,nandyal,2020,3,8082,446572
andhra pradesh,nandyal,2020,4,8083,484614
andhra pradesh,nandyal,2021,1,8084,517164
andhra pradesh,nandyal,2021,2,8085,548478
andhra pradesh,nandyal,2021,3,8086,580245
andhra pradesh,nandyal,2021,4,8087,611911
andhra pradesh,nandyal,2022,1,8088,640548
andhra pradesh,nandyal,2022,2,8089,669180
andhra pradesh,nandyal,2022,3,8090,697616
andhra pradesh,nandyal,2022,4,8091,725401
andhra pradesh,nandyal,2023,1,8092,749845
andhra pradesh,nandyal,2023,2,8093,774103
andhra pradesh,nandyal,2023,3,8094,798170
andhra pradesh,nandyal,2023,4,8095,819524
andhra pradesh,nandyal,2024,1,8096,843620
andhra pradesh,nandyal,2024,2,8097,871103
andhra pradesh,nandyal,2024,3,8098,895038
andhra pradesh,nandyal,2024,4,8099,923353
andhra pradesh,nandyal,2025,1,8100,948508
andhra pradesh,nandyal,2025,2,8101,975627
andhra pradesh,nandyal,2025,3,8102,1005332
andhra pradesh,nandyal,2025,4,8103,1031879
andhra pradesh,nandyal,2026,1,8104,1053266
andhra pradesh,nandyal,2026,2,8105,1064099
andhra pradesh,ntr,2018,1,8072,198590
andhra pradesh,ntr,2018,2,8073,263949
andhra pradesh,ntr,2018,3,8074,325498
andhra pradesh,ntr,2018,4,8075,413411
andhra pradesh,ntr,2019,1,8076,504289
andhra pradesh,ntr,2019,2,8077,574571
andhra pradesh,ntr,2019,3,8078,643419
andhra pradesh,ntr,2019,4,8079,720278
andhra pradesh,ntr,2020,1,8080,795960
andhra pradesh,ntr,2020,2,8081,867022
andhra pradesh,ntr,2020,3,8082,945071
andhra pradesh,ntr,2020,4,8083,1025732
andhra pradesh,ntr,2021,1,8084,1096457
andhra pradesh,ntr,2021,2,8085,1164464
andhra pradesh,ntr,2021,3,8086,1235017
andhra pradesh,ntr,2021,4,8087,1303210
andhra pradesh,ntr,2022,1,8088,1365927
andhra pradesh,ntr,2022,2,8089,1427782
andhra pradesh,ntr,2022,3,8090,1488310
andhra pradesh,ntr,2022,4,8091,1546858
andhra pradesh,ntr,2023,1,8092,1599287
andhra pradesh,ntr,2023,2,8093,1649449
andhra pradesh,ntr,2023,3,8094,1697564
andhra pradesh,ntr,2023,4,8095,1738890
andhra pradesh,ntr,2024,1,8096,1785957
andhra pradesh,ntr,2024,2,8097,1837246
andhra pradesh,ntr,2024,3,8098,1887067
andhra pradesh,ntr,2024,4,8099,1947417
andhra pradesh,ntr,2025,1,8100,1999265
andhra pradesh,ntr,2025,2,8101,2053779
andhra pradesh,ntr,2025,3,8102,2110417
andhra pradesh,ntr,2025,4,8103,2158773
andhra pradesh,ntr,2026,1,8104,2202153
andhra pradesh,ntr,2026,2,8105,2258324
andhra pradesh,palnadu,2018,1,8072,85336
andhra pradesh,palnadu,2018,2,8073,114752
andhra pradesh,palnadu,2018,3,8074,141938
andhra pradesh,palnadu,2018,4,8075,180043
andhra pradesh,palnadu,2019,1,8076,218367
andhra pradesh,palnadu,2019,2,8077,249132
andhra pradesh,palnadu,2019,3,8078,280310
andhra pradesh,palnadu,2019,4,8079,318391
andhra pradesh,palnadu,2020,1,8080,357417
andhra pradesh,palnadu,2020,2,8081,400996
andhra pradesh,palnadu,2020,3,8082,442363
andhra pradesh,palnadu,2020,4,8083,483514
andhra pradesh,palnadu,2021,1,8084,518319
andhra pradesh,palnadu,2021,2,8085,552189
andhra pradesh,palnadu,2021,3,8086,586266
andhra pradesh,palnadu,2021,4,8087,619920
andhra pradesh,palnadu,2022,1,8088,650546
andhra pradesh,palnadu,2022,2,8089,681752
andhra pradesh,palnadu,2022,3,8090,712656
andhra pradesh,palnadu,2022,4,8091,743124
andhra pradesh,palnadu,2023,1,8092,771125
andhra pradesh,palnadu,2023,2,8093,799141
andhra pradesh,palnadu,2023,3,8094,827179
andhra pradesh,palnadu,2023,4,8095,852311
andhra pradesh,palnadu,2024,1,8096,880372
andhra pradesh,palnadu,2024,2,8097,913399
andhra pradesh,palnadu,2024,3,8098,942627
andhra pradesh,palnadu,2024,4,8099,974086
andhra pradesh,palnadu,2025,1,8100,1003331
andhra pradesh,palnadu,2025,2,8101,1036065
andhra pradesh,palnadu,2025,3,8102,1070053
andhra pradesh,palnadu,2025,4,8103,1098999
andhra pradesh,palnadu,2026,1,8104,1125032
andhra pradesh,palnadu,2026,2,8105,1145432
andhra pradesh,parvathipuram manyam,2018,1,8072,28803
andhra pradesh,parvathipuram manyam,2018,2,8073,37783
andhra pradesh,parvathipuram manyam,2018,3,8074,46018
andhra pradesh,parvathipuram manyam,2018,4,8075,58890
andhra pradesh,parvathipuram manyam,2019,1,8076,71592
andhra pradesh,parvathipuram manyam,2019,2,8077,81497
andhra pradesh,parvathipuram manyam,2019,3,8078,91637
andhra pradesh,parvathipuram manyam,2019,4,8079,104305
andhra pradesh,parvathipuram manyam,2020,1,8080,117385
andhra pradesh,parvathipuram manyam,2020,2,8081,130583
andhra pradesh,parvathipuram manyam,2020,3,8082,143624
andhra pradesh,parvathipuram manyam,2020,4,8083,155619
andhra pradesh,parvathipuram manyam,2021,1,8084,166267
andhra pradesh,parvathipuram manyam,2021,2,8085,176572
andhra pradesh,parvathipuram manyam,2021,3,8086,187354
andhra pradesh,parvathipuram manyam,2021,4,8087,198223
andhra pradesh,parvathipuram manyam,2022,1,8088,207894
andhra pradesh,parvathipuram manyam,2022,2,8089,217822
andhra pradesh,parvathipuram manyam,2022,3,8090,227767
andhra pradesh,parvathipuram manyam,2022,4,8091,237373
andhra pradesh,parvathipuram manyam,2023,1,8092,246011
andhra pradesh,parvathipuram manyam,2023,2,8093,254559
andhra pradesh,parvathipuram manyam,2023,3,8094,263268
andhra pradesh,parvathipuram manyam,2023,4,8095,271050
andhra pradesh,parvathipuram manyam,2024,1,8096,280580
andhra pradesh,parvathipuram manyam,2024,2,8097,290829
andhra pradesh,parvathipuram manyam,2024,3,8098,300803
andhra pradesh,parvathipuram manyam,2024,4,8099,311245
andhra pradesh,parvathipuram manyam,2025,1,8100,320543
andhra pradesh,parvathipuram manyam,2025,2,8101,330567
andhra pradesh,parvathipuram manyam,2025,3,8102,341449
andhra pradesh,parvathipuram manyam,2025,4,8103,351137
andhra pradesh,parvathipuram manyam,2026,1,8104,359604
andhra pradesh,parvathipuram manyam,2026,2,8105,362705
andhra pradesh,prakasam,2018,1,8072,116106
andhra pradesh,prakasam,2018,2,8073,156069
andhra pradesh,prakasam,2018,3,8074,192686
andhra pradesh,prakasam,2018,4,8075,242267
andhra pradesh,prakasam,2019,1,8076,290136
andhra pradesh,prakasam,2019,2,8077,329357
andhra pradesh,prakasam,2019,3,8078,368114
andhra pradesh,prakasam,2019,4,8079,413565
andhra pradesh,prakasam,2020,1,8080,459052
andhra pradesh,prakasam,2020,2,8081,508126
andhra pradesh,prakasam,2020,3,8082,558102
andhra pradesh,prakasam,2020,4,8083,606429
andhra pradesh,prakasam,2021,1,8084,647347
andhra pradesh,prakasam,2021,2,8085,687958
andhra pradesh,prakasam,2021,3,8086,728368
andhra pradesh,prakasam,2021,4,8087,767797
andhra pradesh,prakasam,2022,1,8088,804835
andhra pradesh,prakasam,2022,2,8089,841706
andhra pradesh,prakasam,2022,3,8090,878391
andhra pradesh,prakasam,2022,4,8091,914411
andhra pradesh,prakasam,2023,1,8092,946947
andhra pradesh,prakasam,2023,2,8093,980085
andhra pradesh,prakasam,2023,3,8094,1012437
andhra pradesh,prakasam,2023,4,8095,1040555
andhra pradesh,prakasam,2024,1,8096,1072402
andhra pradesh,prakasam,2024,2,8097,1110225
andhra pradesh,prakasam,2024,3,8098,1144522
andhra pradesh,prakasam,2024,4,8099,1181573
andhra pradesh,prakasam,2025,1,8100,1215905
andhra pradesh,prakasam,2025,2,8101,1253592
andhra pradesh,prakasam,2025,3,8102,1294424
andhra pradesh,prakasam,2025,4,8103,1329728
andhra pradesh,prakasam,2026,1,8104,1359367
andhra pradesh,prakasam,2026,2,8105,1391582
andhra pradesh,sri potti sriramulu nellore,2018,1,8072,146070
andhra pradesh,sri potti sriramulu nellore,2018,2,8073,196653
andhra pradesh,sri potti sriramulu nellore,2018,3,8074,240531
andhra pradesh,sri potti sriramulu nellore,2018,4,8075,303233
andhra pradesh,sri potti sriramulu nellore,2019,1,8076,363988
andhra pradesh,sri potti sriramulu nellore,2019,2,8077,411287
andhra pradesh,sri potti sriramulu nellore,2019,3,8078,458147
andhra pradesh,sri potti sriramulu nellore,2019,4,8079,514881
andhra pradesh,sri potti sriramulu nellore,2020,1,8080,572192
andhra pradesh,sri potti sriramulu nellore,2020,2,8081,629769
andhra pradesh,sri potti sriramulu nellore,2020,3,8082,689277
andhra pradesh,sri potti sriramulu nellore,2020,4,8083,749488
andhra pradesh,sri potti sriramulu nellore,2021,1,8084,802290
andhra pradesh,sri potti sriramulu nellore,2021,2,8085,853010
andhra pradesh,sri potti sriramulu nellore,2021,3,8086,904633
andhra pradesh,sri potti sriramulu nellore,2021,4,8087,955184
andhra pradesh,sri potti sriramulu nellore,2022,1,8088,1001962
andhra pradesh,sri potti sriramulu nellore,2022,2,8089,1049058
andhra pradesh,sri potti sriramulu nellore,2022,3,8090,1096011
andhra pradesh,sri potti sriramulu nellore,2022,4,8091,1141904
andhra pradesh,sri potti sriramulu nellore,2023,1,8092,1182797
andhra pradesh,sri potti sriramulu nellore,2023,2,8093,1223806
andhra pradesh,sri potti sriramulu nellore,2023,3,8094,1264599
andhra pradesh,sri potti sriramulu nellore,2023,4,8095,1300058
andhra pradesh,sri potti sriramulu nellore,2024,1,8096,1339921
andhra pradesh,sri potti sriramulu nellore,2024,2,8097,1383997
andhra pradesh,sri potti sriramulu nellore,2024,3,8098,1425528
andhra pradesh,sri potti sriramulu nellore,2024,4,8099,1473190
andhra pradesh,sri potti sriramulu nellore,2025,1,8100,1516018
andhra pradesh,sri potti sriramulu nellore,2025,2,8101,1561379
andhra pradesh,sri potti sriramulu nellore,2025,3,8102,1607068
andhra pradesh,sri potti sriramulu nellore,2025,4,8103,1650273
andhra pradesh,sri potti sriramulu nellore,2026,1,8104,1687374
andhra pradesh,sri potti sriramulu nellore,2026,2,8105,1729942
andhra pradesh,sri sathyasai,2018,1,8072,80851
andhra pradesh,sri sathyasai,2018,2,8073,110936
andhra pradesh,sri sathyasai,2018,3,8074,139453
andhra pradesh,sri sathyasai,2018,4,8075,177895
andhra pradesh,sri sathyasai,2019,1,8076,213970
andhra pradesh,sri sathyasai,2019,2,8077,242774
andhra pradesh,sri sathyasai,2019,3,8078,273039
andhra pradesh,sri sathyasai,2019,4,8079,309885
andhra pradesh,sri sathyasai,2020,1,8080,347232
andhra pradesh,sri sathyasai,2020,2,8081,387533
andhra pradesh,sri sathyasai,2020,3,8082,427888
andhra pradesh,sri sathyasai,2020,4,8083,467703
andhra pradesh,sri sathyasai,2021,1,8084,500767
andhra pradesh,sri sathyasai,2021,2,8085,532248
andhra pradesh,sri sathyasai,2021,3,8086,565168
andhra pradesh,sri sathyasai,2021,4,8087,596966
andhra pradesh,sri sathyasai,2022,1,8088,625952
andhra pradesh,sri sathyasai,2022,2,8089,654294
andhra pradesh,sri sathyasai,2022,3,8090,683009
andhra pradesh,sri sathyasai,2022,4,8091,711703
andhra pradesh,sri sathyasai,2023,1,8092,736306
andhra pradesh,sri sathyasai,2023,2,8093,760402
andhra pradesh,sri sathyasai,2023,3,8094,784784
andhra pradesh,sri sathyasai,2023,4,8095,807539
andhra pradesh,sri sathyasai,2024,1,8096,832488
andhra pradesh,sri sathyasai,2024,2,8097,858498
andhra pradesh,sri sathyasai,2024,3,8098,884241
andhra pradesh,sri sathyasai,2024,4,8099,912922
andhra pradesh,sri sathyasai,2025,1,8100,938278
andhra pradesh,sri sathyasai,2025,2,8101,964970
andhra pradesh,sri sathyasai,2025,3,8102,991379
andhra pradesh,sri sathyasai,2025,4,8103,1018890
andhra pradesh,sri sathyasai,2026,1,8104,1040756
andhra pradesh,sri sathyasai,2026,2,8105,1068571
andhra pradesh,srikakulam,2018,1,8072,108436
andhra pradesh,srikakulam,2018,2,8073,141121
andhra pradesh,srikakulam,2018,3,8074,170559
andhra pradesh,srikakulam,2018,4,8075,213056
andhra pradesh,srikakulam,2019,1,8076,257381
andhra pradesh,srikakulam,2019,2,8077,291248
andhra pradesh,srikakulam,2019,3,8078,325445
andhra pradesh,srikakulam,2019,4,8079,367208
andhra pradesh,srikakulam,2020,1,8080,407313
andhra pradesh,srikakulam,2020,2,8081,447602
andhra pradesh,srikakulam,2020,3,8082,490845
andhra pradesh,srikakulam,2020,4,8083,532119
andhra pradesh,srikakulam,2021,1,8084,568035
andhra pradesh,srikakulam,2021,2,8085,602235
andhra pradesh,srikakulam,2021,3,8086,637172
andhra pradesh,srikakulam,2021,4,8087,671542
andhra pradesh,srikakulam,2022,1,8088,703443
andhra pradesh,srikakulam,2022,2,8089,735301
andhra pradesh,srikakulam,2022,3,8090,766321
andhra pradesh,srikakulam,2022,4,8091,796402
andhra pradesh,srikakulam,2023,1,8092,823310
andhra pradesh,srikakulam,2023,2,8093,849368
andhra pradesh,srikakulam,2023,3,8094,875950
andhra pradesh,srikakulam,2023,4,8095,898301
andhra pradesh,srikakulam,2024,1,8096,922986
andhra pradesh,srikakulam,2024,2,8097,950734
andhra pradesh,srikakulam,2024,3,8098,977351
andhra pradesh,srikakulam,2024,4,8099,1008086
andhra pradesh,srikakulam,2025,1,8100,1035435
andhra pradesh,srikakulam,2025,2,8101,1064624
andhra pradesh,srikakulam,2025,3,8102,1095203
andhra pradesh,srikakulam,2025,4,8103,1121600
andhra pradesh,srikakulam,2026,1,8104,1144688
andhra pradesh,srikakulam,2026,2,8105,1148380
andhra pradesh,tirupati,2018,1,8072,200102
andhra pradesh,tirupati,2018,2,8073,265718
andhra pradesh,tirupati,2018,3,8074,325384
andhra pradesh,tirupati,2018,4,8075,416938
andhra pradesh,tirupati,2019,1,8076,506400
andhra pradesh,tirupati,2019,2,8077,574633
andhra pradesh,tirupati,2019,3,8078,639534
andhra pradesh,tirupati,2019,4,8079,711607
andhra pradesh,tirupati,2020,1,8080,780498
andhra pradesh,tirupati,2020,2,8081,848375
andhra pradesh,tirupati,2020,3,8082,920286
andhra pradesh,tirupati,2020,4,8083,993663
andhra pradesh,tirupati,2021,1,8084,1059377
andhra pradesh,tirupati,2021,2,8085,1122653
andhra pradesh,tirupati,2021,3,8086,1189548
andhra pradesh,tirupati,2021,4,8087,1255159
andhra pradesh,tirupati,2022,1,8088,1315124
andhra pradesh,tirupati,2022,2,8089,1373646
andhra pradesh,tirupati,2022,3,8090,1432016
andhra pradesh,tirupati,2022,4,8091,1489563
andhra pradesh,tirupati,2023,1,8092,1540967
andhra pradesh,tirupati,2023,2,8093,1590675
andhra pradesh,tirupati,2023,3,8094,1640283
andhra pradesh,tirupati,2023,4,8095,1683899
andhra pradesh,tirupati,2024,1,8096,1731402
andhra pradesh,tirupati,2024,2,8097,1783408
andhra pradesh,tirupati,2024,3,8098,1835823
andhra pradesh,tirupati,2024,4,8099,1893566
andhra pradesh,tirupati,2025,1,8100,1945500
andhra pradesh,tirupati,2025,2,8101,2000079
andhra pradesh,tirupati,2025,3,8102,2056298
andhra pradesh,tirupati,2025,4,8103,2106087
andhra pradesh,tirupati,2026,1,8104,2150225
andhra pradesh,tirupati,2026,2,8105,2219362
andhra pradesh,visakhapatnam,2018,1,8072,335152
andhra pradesh,visakhapatnam,2018,2,8073,426782
andhra pradesh,visakhapatnam,2018,3,8074,515484
andhra pradesh,visakhapatnam,2018,4,8075,656832
andhra pradesh,visakhapatnam,2019,1,8076,784149
andhra pradesh,visakhapatnam,2019,2,8077,878100
andhra pradesh,visakhapatnam,2019,3,8078,970288
andhra pradesh,visakhapatnam,2019,4,8079,1070327
andhra pradesh,visakhapatnam,2020,1,8080,1159148
andhra pradesh,visakhapatnam,2020,2,8081,1244930
andhra pradesh,visakhapatnam,2020,3,8082,1337555
andhra pradesh,visakhapatnam,2020,4,8083,1429459
andhra pradesh,visakhapatnam,2021,1,8084,1512118
andhra pradesh,visakhapatnam,2021,2,8085,1593451
andhra pradesh,visakhapatnam,2021,3,8086,1677521
andhra pradesh,visakhapatnam,2021,4,8087,1758215
andhra pradesh,visakhapatnam,2022,1,8088,1831493
andhra pradesh,visakhapatnam,2022,2,8089,1902468
andhra pradesh,visakhapatnam,2022,3,8090,1971529
andhra pradesh,visakhapatnam,2022,4,8091,2037547
andhra pradesh,visakhapatnam,2023,1,8092,2094539
andhra pradesh,visakhapatnam,2023,2,8093,2149023
andhra pradesh,visakhapatnam,2023,3,8094,2200348
andhra pradesh,visakhapatnam,2023,4,8095,2243055
andhra pradesh,visakhapatnam,2024,1,8096,2288902
andhra pradesh,visakhapatnam,2024,2,8097,2339642
andhra pradesh,visakhapatnam,2024,3,8098,2391651
andhra pradesh,visakhapatnam,2024,4,8099,2456593
andhra pradesh,visakhapatnam,2025,1,8100,2513160
andhra pradesh,visakhapatnam,2025,2,8101,2573081
andhra pradesh,visakhapatnam,2025,3,8102,2631353
andhra pradesh,visakhapatnam,2025,4,8103,2682000
andhra pradesh,visakhapatnam,2026,1,8104,2726369
andhra pradesh,visakhapatnam,2026,2,8105,2800236
andhra pradesh,vizianagaram,2018,1,8072,103438
andhra pradesh,vizianagaram,2018,2,8073,133989
andhra pradesh,vizianagaram,2018,3,8074,161626
andhra pradesh,vizianagaram,2018,4,8075,204317
andhra pradesh,vizianagaram,2019,1,8076,246913
andhra pradesh,vizianagaram,2019,2,8077,277761
andhra pradesh,vizianagaram,2019,3,8078,308924
andhra pradesh,vizianagaram,2019,4,8079,346179
andhra pradesh,vizianagaram,2020,1,8080,381054
andhra pradesh,vizianagaram,2020,2,8081,415223
andhra pradesh,vizianagaram,2020,3,8082,452025
andhra pradesh,vizianagaram,2020,4,8083,485492
andhra pradesh,vizianagaram,2021,1,8084,515559
andhra pradesh,vizianagaram,2021,2,8085,544809
andhra pradesh,vizianagaram,2021,3,8086,574910
andhra pradesh,vizianagaram,2021,4,8087,604586
andhra pradesh,vizianagaram,2022,1,8088,631794
andhra pradesh,vizianagaram,2022,2,8089,658944
andhra pradesh,vizianagaram,2022,3,8090,685545
andhra pradesh,vizianagaram,2022,4,8091,711167
andhra pradesh,vizianagaram,2023,1,8092,733885
andhra pradesh,vizianagaram,2023,2,8093,755982
andhra pradesh,vizianagaram,2023,3,8094,777939
andhra pradesh,vizianagaram,2023,4,8095,796564
andhra pradesh,vizianagaram,2024,1,8096,818086
andhra pradesh,vizianagaram,2024,2,8097,841420
andhra pradesh,vizianagaram,2024,3,8098,864479
andhra pradesh,vizianagaram,2024,4,8099,891295
andhra pradesh,vizianagaram,2025,1,8100,914346
andhra pradesh,vizianagaram,2025,2,8101,939480
andhra pradesh,vizianagaram,2025,3,8102,967319
andhra pradesh,vizianagaram,2025,4,8103,991402
andhra pradesh,vizianagaram,2026,1,8104,1011134
andhra pradesh,vizianagaram,2026,2,8105,1027416
andhra pradesh,west godavari,2018,1,8072,88070
andhra pradesh,west godavari,2018,2,8073,116254
andhra pradesh,west godavari,2018,3,8074,142964
andhra pradesh,west godavari,2018,4,8075,178844
