state,district,year,quarter,period_id,transaction_count,transaction_amount
chhattisgarh,dantewada,2023,4,8095,3146879,4677645358.038639
chhattisgarh,dantewada,2024,1,8096,3459729,4964053232.5735235
chhattisgarh,dantewada,2024,2,8097,3912002,5359867508.327666
chhattisgarh,dantewada,2024,3,8098,4122853,5291421847.392548
chhattisgarh,dantewada,2024,4,8099,4688883,6075721459.295572
chhattisgarh,dantewada,2025,1,8100,4716947,5803038818.636116
chhattisgarh,dantewada,2025,2,8101,5039607,6143027066.037495
chhattisgarh,dantewada,2025,3,8102,5384046,6287648245.551444
chhattisgarh,dantewada,2025,4,8103,5551227,6731340129.947861
chhattisgarh,dantewada,2026,1,8104,5866522,7109814908.958971
chhattisgarh,dantewada,2026,2,8105,5794933,6992201362.017855
chhattisgarh,dhamtari,2018,1,8072,51328,45778518.54441127
chhattisgarh,dhamtari,2018,2,8073,80367,90204196.5863209
chhattisgarh,dhamtari,2018,3,8074,99896,136132844.9059386
chhattisgarh,dhamtari,2018,4,8075,134011,190486069.782449
chhattisgarh,dhamtari,2019,1,8076,159458,255436879.69250733
chhattisgarh,dhamtari,2019,2,8077,191442,318014744.3031795
chhattisgarh,dhamtari,2019,3,8078,215387,374017192.5167142
chhattisgarh,dhamtari,2019,4,8079,272771,497352066.12462544
chhattisgarh,dhamtari,2020,1,8080,342044,609736988.8948599
chhattisgarh,dhamtari,2020,2,8081,461257,818088663.4580483
chhattisgarh,dhamtari,2020,3,8082,579042,1058286427.7448566
chhattisgarh,dhamtari,2020,4,8083,732593,1351597541.9654162
chhattisgarh,dhamtari,2021,1,8084,824829,1591140674.0084357
chhattisgarh,dhamtari,2021,2,8085,1133125,2015181495.6773171
chhattisgarh,dhamtari,2021,3,8086,1366299,2447567785.4925575
chhattisgarh,dhamtari,2021,4,8087,1484668,2643676173.570534
chhattisgarh,dhamtari,2022,1,8088,1991110,3663660109.9582386
chhattisgarh,dhamtari,2022,2,8089,2483091,4242310693.7394996
chhattisgarh,dhamtari,2022,3,8090,2920203,4674713527.057447
chhattisgarh,dhamtari,2022,4,8091,3298509,5348185155.844934
chhattisgarh,dhamtari,2023,1,8092,3716868,6030898045.586239
chhattisgarh,dhamtari,2023,2,8093,4388878,6539225350.742633
chhattisgarh,dhamtari,2023,3,8094,4896440,6932684307.226191
chhattisgarh,dhamtari,2023,4,8095,5396717,8028824658.139823
chhattisgarh,dhamtari,2024,1,8096,5982631,9158648066.540297
chhattisgarh,dhamtari,2024,2,8097,6799645,9584990310.273952
chhattisgarh,dhamtari,2024,3,8098,7141831,9417707479.456278
chhattisgarh,dhamtari,2024,4,8099,8017182,11007520023.16541
chhattisgarh,dhamtari,2025,1,8100,7856743,11031366196.099686
chhattisgarh,dhamtari,2025,2,8101,8306052,10813513934.944614
chhattisgarh,dhamtari,2025,3,8102,8668527,10579709242.656725
chhattisgarh,dhamtari,2025,4,8103,9211518,11891003520.080374
chhattisgarh,dhamtari,2026,1,8104,9439641,12686783166.905514
chhattisgarh,dhamtari,2026,2,8105,9913984,12547316581.190872
chhattisgarh,durg,2018,1,8072,247167,300443464.9114325
chhattisgarh,durg,2018,2,8073,332391,507156803.49534106
chhattisgarh,durg,2018,3,8074,427662,717340100.1908904
chhattisgarh,durg,2018,4,8075,582279,1014107814.5770104
chhattisgarh,durg,2019,1,8076,990165,1413332956.2615738
chhattisgarh,durg,2019,2,8077,1374830,1976571973.6062808
chhattisgarh,durg,2019,3,8078,2029854,2523062402.4116683
chhattisgarh,durg,2019,4,8079,2680955,3486052875.778206
chhattisgarh,durg,2020,1,8080,3013178,3971914835.1153364
chhattisgarh,durg,2020,2,8081,2662282,3903431857.4993067
chhattisgarh,durg,2020,3,8082,3724969,5609273744.8147135
chhattisgarh,durg,2020,4,8083,5467259,8274455653.891394
chhattisgarh,durg,2021,1,8084,6764670,9479977737.650978
chhattisgarh,durg,2021,2,8085,6870975,10592260746.053434
chhattisgarh,durg,2021,3,8086,10348998,14200965783.812912
chhattisgarh,durg,2021,4,8087,11361689,16047827518.55874
chhattisgarh,durg,2022,1,8088,14076052,20050258802.325336
chhattisgarh,durg,2022,2,8089,16707469,23358540824.80856
chhattisgarh,durg,2022,3,8090,19294230,25171923985.74223
chhattisgarh,durg,2022,4,8091,21520006,28368874437.996155
chhattisgarh,durg,2023,1,8092,23498043,30893321545.075058
chhattisgarh,durg,2023,2,8093,26543250,34094236865.275146
chhattisgarh,durg,2023,3,8094,30246656,36289731795.445145
chhattisgarh,durg,2023,4,8095,33642113,41290484308.47188
chhattisgarh,durg,2024,1,8096,37419023,44873213242.31731
chhattisgarh,durg,2024,2,8097,41519930,48424865999.78507
chhattisgarh,durg,2024,3,8098,45818366,49856337931.29068
chhattisgarh,durg,2024,4,8099,51230524,56610354034.79184
chhattisgarh,durg,2025,1,8100,51208213,56087715034.26679
chhattisgarh,durg,2025,2,8101,53092662,56572019937.738754
chhattisgarh,durg,2025,3,8102,57205779,57100000623.41574
chhattisgarh,durg,2025,4,8103,61035991,62707221344.798256
chhattisgarh,durg,2026,1,8104,62241333,64116691039.40631
chhattisgarh,durg,2026,2,8105,64109778,65448051084.091675
chhattisgarh,gariaband,2018,1,8072,51639,48308056.790916264
chhattisgarh,gariaband,2018,2,8073,67473,83866196.0895344
chhattisgarh,gariaband,2018,3,8074,83331,116725053.42925373
chhattisgarh,gariaband,2018,4,8075,102041,179428922.0674076
chhattisgarh,gariaband,2019,1,8076,115335,206696394.2176739
chhattisgarh,gariaband,2019,2,8077,129660,261091740.98228693
chhattisgarh,gariaband,2019,3,8078,142310,279779170.8952818
chhattisgarh,gariaband,2019,4,8079,180174,355747160.52796835
chhattisgarh,gariaband,2020,1,8080,218599,418824091.3848685
chhattisgarh,gariaband,2020,2,8081,309618,639040387.0220913
chhattisgarh,gariaband,2020,3,8082,374619,704450938.376763
chhattisgarh,gariaband,2020,4,8083,486723,889085319.0384356
chhattisgarh,gariaband,2021,1,8084,526225,1006799941.8441978
chhattisgarh,gariaband,2021,2,8085,744766,1281133422.4169176
chhattisgarh,gariaband,2021,3,8086,932743,1611837005.607627
chhattisgarh,gariaband,2021,4,8087,1002343,1627469241.2359986
chhattisgarh,gariaband,2022,1,8088,1404162,2410570396.6932898
chhattisgarh,gariaband,2022,2,8089,1654990,2595817585.588706
chhattisgarh,gariaband,2022,3,8090,2020838,2861266427.0231686
chhattisgarh,gariaband,2022,4,8091,2245714,3277051438.284739
chhattisgarh,gariaband,2023,1,8092,2605807,3904846389.485539
chhattisgarh,gariaband,2023,2,8093,2982827,4034452160.566887
chhattisgarh,gariaband,2023,3,8094,3523555,4578847841.036121
chhattisgarh,gariaband,2023,4,8095,3904800,5316947397.576765
chhattisgarh,gariaband,2024,1,8096,4541572,6600199823.714033
chhattisgarh,gariaband,2024,2,8097,5011518,6218978926.208017
chhattisgarh,gariaband,2024,3,8098,5299239,6057143018.448611
chhattisgarh,gariaband,2024,4,8099,5909494,7630888639.795454
chhattisgarh,gariaband,2025,1,8100,6259024,8641099257.97829
chhattisgarh,gariaband,2025,2,8101,6291644,7169578126.849179
chhattisgarh,gariaband,2025,3,8102,6843076,7046261395.09812
chhattisgarh,gariaband,2025,4,8103,6952052,8066974705.695189
chhattisgarh,gariaband,2026,1,8104,7494642,9830134194.009544
chhattisgarh,gariaband,2026,2,8105,7393434,8000604068.960997
chhattisgarh,gaurela pendra marwahi,2018,1,8072,13269,11563006.913407678
chhattisgarh,gaurela pendra marwahi,2018,2,8073,23493,32867937.074464813
chhattisgarh,gaurela pendra marwahi,2018,3,8074,31062,54132611.55352906
chhattisgarh,gaurela pendra marwahi,2018,4,8075,47002,85210776.97229408
chhattisgarh,gaurela pendra marwahi,2019,1,8076,60551,109241833.76879656
chhattisgarh,gaurela pendra marwahi,2019,2,8077,69611,147840180.5295667
chhattisgarh,gaurela pendra marwahi,2019,3,8078,75362,169760099.16621926
chhattisgarh,gaurela pendra marwahi,2019,4,8079,109137,237744048.5045644
chhattisgarh,gaurela pendra marwahi,2020,1,8080,132192,277511545.4006792
chhattisgarh,gaurela pendra marwahi,2020,2,8081,168597,337059889.7699797
chhattisgarh,gaurela pendra marwahi,2020,3,8082,212392,431362966.5781812
chhattisgarh,gaurela pendra marwahi,2020,4,8083,296007,587082336.4218503
chhattisgarh,gaurela pendra marwahi,2021,1,8084,357304,718879187.1923158
chhattisgarh,gaurela pendra marwahi,2021,2,8085,458482,827002816.5432239
chhattisgarh,gaurela pendra marwahi,2021,3,8086,611560,1031160925.0457352
chhattisgarh,gaurela pendra marwahi,2021,4,8087,705824,1167651806.8602102
chhattisgarh,gaurela pendra marwahi,2022,1,8088,961237,1580254375.233471
chhattisgarh,gaurela pendra marwahi,2022,2,8089,1128861,1760675364.9055402
chhattisgarh,gaurela pendra marwahi,2022,3,8090,1330340,1841571719.9457965
chhattisgarh,gaurela pendra marwahi,2022,4,8091,1534976,2102467787.978662
chhattisgarh,gaurela pendra marwahi,2023,1,8092,1795446,2546586265.435559
chhattisgarh,gaurela pendra marwahi,2023,2,8093,2185838,2827255065.0036383
chhattisgarh,gaurela pendra marwahi,2023,3,8094,2399819,2811945386.346416
chhattisgarh,gaurela pendra marwahi,2023,4,8095,2837231,3301202063.9047146
chhattisgarh,gaurela pendra marwahi,2024,1,8096,3309961,3899103911.0023985
chhattisgarh,gaurela pendra marwahi,2024,2,8097,3787524,4296228797.79094
chhattisgarh,gaurela pendra marwahi,2024,3,8098,3836069,4034043243.1632447
chhattisgarh,gaurela pendra marwahi,2024,4,8099,4366287,4783240504.831286
chhattisgarh,gaurela pendra marwahi,2025,1,8100,4432781,4937458047.718549
chhattisgarh,gaurela pendra marwahi,2025,2,8101,4707062,5028822440.977143
chhattisgarh,gaurela pendra marwahi,2025,3,8102,4844762,4691770766.269403
chhattisgarh,gaurela pendra marwahi,2025,4,8103,5201842,5205912270.40579
chhattisgarh,gaurela pendra marwahi,2026,1,8104,5327926,5563279375.783775
chhattisgarh,gaurela pendra marwahi,2026,2,8105,5647656,5663085403.84427
chhattisgarh,janjgir champa,2018,1,8072,222288,237379250.39224225
chhattisgarh,janjgir champa,2018,2,8073,405629,582306049.3766463
chhattisgarh,janjgir champa,2018,3,8074,541425,751103644.3893024
chhattisgarh,janjgir champa,2018,4,8075,653289,976344627.4556444
chhattisgarh,janjgir champa,2019,1,8076,780980,981767608.7344306
chhattisgarh,janjgir champa,2019,2,8077,634373,1009156410.7380167
chhattisgarh,janjgir champa,2019,3,8078,806675,1276075004.9627383
chhattisgarh,janjgir champa,2019,4,8079,847224,1413577009.4486513
chhattisgarh,janjgir champa,2020,1,8080,844897,1456920157.1442418
chhattisgarh,janjgir champa,2020,2,8081,1046457,1785038517.2230122
chhattisgarh,janjgir champa,2020,3,8082,1302774,2284347259.7895226
chhattisgarh,janjgir champa,2020,4,8083,1707029,2973352911.397937
chhattisgarh,janjgir champa,2021,1,8084,1927292,3411827868.5326004
chhattisgarh,janjgir champa,2021,2,8085,2423965,3980461023.7481728
chhattisgarh,janjgir champa,2021,3,8086,3080561,4824340262.658576
chhattisgarh,janjgir champa,2021,4,8087,3473528,5302664848.856287
chhattisgarh,janjgir champa,2022,1,8088,4467670,6772469534.215849
chhattisgarh,janjgir champa,2022,2,8089,5291305,7659905056.850079
chhattisgarh,janjgir champa,2022,3,8090,5817243,7626831347.823275
chhattisgarh,janjgir champa,2022,4,8091,6589550,8760049696.336548
chhattisgarh,janjgir champa,2023,1,8092,7348093,10014249253.878412
chhattisgarh,janjgir champa,2023,2,8093,8632167,10990669460.29761
chhattisgarh,janjgir champa,2023,3,8094,9426181,11160655650.839996
chhattisgarh,janjgir champa,2023,4,8095,11019395,13004540178.489382
chhattisgarh,janjgir champa,2024,1,8096,12854495,15582905304.131428
chhattisgarh,janjgir champa,2024,2,8097,14632115,16847282196.998655
chhattisgarh,janjgir champa,2024,3,8098,15514461,16732040597.911777
chhattisgarh,janjgir champa,2024,4,8099,17718047,19487648437.66165
chhattisgarh,janjgir champa,2025,1,8100,17119806,19730822241.605675
chhattisgarh,janjgir champa,2025,2,8101,18650802,19840320661.83529
chhattisgarh,janjgir champa,2025,3,8102,19405373,18960506778.644745
chhattisgarh,janjgir champa,2025,4,8103,21061526,20995434819.77949
chhattisgarh,janjgir champa,2026,1,8104,21692567,22663181162.80729
chhattisgarh,janjgir champa,2026,2,8105,22795210,22802167585.773155
chhattisgarh,jashpur,2018,1,8072,51030,48747652.04450189
chhattisgarh,jashpur,2018,2,8073,70870,98630232.1210068
chhattisgarh,jashpur,2018,3,8074,81977,125406868.8819132
chhattisgarh,jashpur,2018,4,8075,111750,210543448.972325
chhattisgarh,jashpur,2019,1,8076,137730,272445270.30414265
chhattisgarh,jashpur,2019,2,8077,171178,375465654.0745957
chhattisgarh,jashpur,2019,3,8078,180760,365779962.7655418
chhattisgarh,jashpur,2019,4,8079,235567,491317243.8050748
chhattisgarh,jashpur,2020,1,8080,296303,560239924.2479814
chhattisgarh,jashpur,2020,2,8081,419547,762522620.4400017
chhattisgarh,jashpur,2020,3,8082,529889,990437547.5934181
chhattisgarh,jashpur,2020,4,8083,700307,1327269593.6656964
chhattisgarh,jashpur,2021,1,8084,786663,1668113571.956147
chhattisgarh,jashpur,2021,2,8085,1025109,1960015296.8229966
chhattisgarh,jashpur,2021,3,8086,1330606,2461610769.8351707
chhattisgarh,jashpur,2021,4,8087,1534367,2771631152.6627016
chhattisgarh,jashpur,2022,1,8088,2016726,3781806736.478979
chhattisgarh,jashpur,2022,2,8089,2505375,4344444076.859855
chhattisgarh,jashpur,2022,3,8090,2791358,4271069431.6730576
chhattisgarh,jashpur,2022,4,8091,3487049,5373537227.901245
chhattisgarh,jashpur,2023,1,8092,3970375,6196358382.590563
chhattisgarh,jashpur,2023,2,8093,4833581,7033690131.11143
chhattisgarh,jashpur,2023,3,8094,5132043,6862757142.998928
chhattisgarh,jashpur,2023,4,8095,6109981,8203210328.287598
chhattisgarh,jashpur,2024,1,8096,7139565,10390039676.282574
chhattisgarh,jashpur,2024,2,8097,8148735,10774945419.588951
chhattisgarh,jashpur,2024,3,8098,8124523,9617617927.969915
chhattisgarh,jashpur,2024,4,8099,9435540,11761603864.42406
chhattisgarh,jashpur,2025,1,8100,9992337,13522437494.189913
chhattisgarh,jashpur,2025,2,8101,10446962,12682752909.746067
chhattisgarh,jashpur,2025,3,8102,10463292,11326111782.14112
chhattisgarh,jashpur,2025,4,8103,11247104,13190541102.76848
chhattisgarh,jashpur,2026,1,8104,11896552,15082319003.510437
chhattisgarh,jashpur,2026,2,8105,12455048,14689241241.382366
chhattisgarh,kabirdham,2018,1,8072,40544,28062349.35379497
chhattisgarh,kabirdham,2018,2,8073,56014,59965493.321353495
chhattisgarh,kabirdham,2018,3,8074,71703,91039476.87945727
chhattisgarh,kabirdham,2018,4,8075,112421,150918138.9583267
chhattisgarh,kabirdham,2019,1,8076,149032,199427484.0663481
chhattisgarh,kabirdham,2019,2,8077,165319,272465237.46393526
chhattisgarh,kabirdham,2019,3,8078,173058,302987276.45408607
chhattisgarh,kabirdham,2019,4,8079,226185,389809355.52772903
chhattisgarh,kabirdham,2020,1,8080,278987,467648171.66860235
chhattisgarh,kabirdham,2020,2,8081,396975,704878299.9983292
chhattisgarh,kabirdham,2020,3,8082,502319,817898057.3560122
chhattisgarh,kabirdham,2020,4,8083,646876,1079303196.6206932
chhattisgarh,kabirdham,2021,1,8084,762526,1269353652.615024
chhattisgarh,kabirdham,2021,2,8085,1083855,1723437649.8987417
chhattisgarh,kabirdham,2021,3,8086,1319963,2051837379.7361474
chhattisgarh,kabirdham,2021,4,8087,1463334,2236012773.3925085
chhattisgarh,kabirdham,2022,1,8088,2082987,3199421431.7616467
chhattisgarh,kabirdham,2022,2,8089,2541628,3810059904.0202456
chhattisgarh,kabirdham,2022,3,8090,3246643,4153227995.0078278
chhattisgarh,kabirdham,2022,4,8091,3713888,4849915206.839139
chhattisgarh,kabirdham,2023,1,8092,4234903,5644414468.715148
chhattisgarh,kabirdham,2023,2,8093,4973575,6140679124.7142315
chhattisgarh,kabirdham,2023,3,8094,5750433,6424162295.469527
chhattisgarh,kabirdham,2023,4,8095,6408152,7423953711.798423
chhattisgarh,kabirdham,2024,1,8096,7414553,8875228076.48546
chhattisgarh,kabirdham,2024,2,8097,8243213,9661166248.587982
chhattisgarh,kabirdham,2024,3,8098,8638270,9317875770.379576
chhattisgarh,kabirdham,2024,4,8099,9989154,11400963719.388823
chhattisgarh,kabirdham,2025,1,8100,9821913,11899294642.838385
chhattisgarh,kabirdham,2025,2,8101,10467961,11648453248.847649
chhattisgarh,kabirdham,2025,3,8102,11201776,11007031377.1259
chhattisgarh,kabirdham,2025,4,8103,12249938,12416081273.360525
chhattisgarh,kabirdham,2026,1,8104,13260398,13856202023.300838
chhattisgarh,kabirdham,2026,2,8105,13834070,13776528240.732182
chhattisgarh,khairagarh chhuikhadan gandai,2018,1,8072,15552,13784576.666583978
chhattisgarh,khairagarh chhuikhadan gandai,2018,2,8073,25699,32123525.485686764
chhattisgarh,khairagarh chhuikhadan gandai,2018,3,8074,35161,44531679.09428263
chhattisgarh,khairagarh chhuikhadan gandai,2018,4,8075,51095,76802291.6819898
chhattisgarh,khairagarh chhuikhadan gandai,2019,1,8076,59471,75572471.40682352
chhattisgarh,khairagarh chhuikhadan gandai,2019,2,8077,69843,118725090.5222897
chhattisgarh,khairagarh chhuikhadan gandai,2019,3,8078,75059,123937606.02029085
chhattisgarh,khairagarh chhuikhadan gandai,2019,4,8079,93573,147147385.6969824
chhattisgarh,khairagarh chhuikhadan gandai,2020,1,8080,111967,177249463.2544814
chhattisgarh,khairagarh chhuikhadan gandai,2020,2,8081,157581,276811908.27967906
chhattisgarh,khairagarh chhuikhadan gandai,2020,3,8082,204645,354579587.3430073
chhattisgarh,khairagarh chhuikhadan gandai,2020,4,8083,271182,445010444.46111447
chhattisgarh,khairagarh chhuikhadan gandai,2021,1,8084,316305,537103789.4251049
chhattisgarh,khairagarh chhuikhadan gandai,2021,2,8085,431099,713903779.5741861
chhattisgarh,khairagarh chhuikhadan gandai,2021,3,8086,529076,843465537.4050486
chhattisgarh,khairagarh chhuikhadan gandai,2021,4,8087,565385,922824383.6136968
chhattisgarh,khairagarh chhuikhadan gandai,2022,1,8088,797817,1260100199.4748368
chhattisgarh,khairagarh chhuikhadan gandai,2022,2,8089,1019058,1516763020.7280493
chhattisgarh,khairagarh chhuikhadan gandai,2022,3,8090,1133778,1562416820.6453338
chhattisgarh,khairagarh chhuikhadan gandai,2022,4,8091,1273933,1813032403.058557
chhattisgarh,khairagarh chhuikhadan gandai,2023,1,8092,1409783,1969799942.778749
chhattisgarh,khairagarh chhuikhadan gandai,2023,2,8093,1679358,2235943138.177998
chhattisgarh,khairagarh chhuikhadan gandai,2023,3,8094,1846331,2271489651.963428
chhattisgarh,khairagarh chhuikhadan gandai,2023,4,8095,2114612,2766935221.9003363
chhattisgarh,khairagarh chhuikhadan gandai,2024,1,8096,2417856,3149413454.2151237
chhattisgarh,khairagarh chhuikhadan gandai,2024,2,8097,2767583,3500669084.0597115
chhattisgarh,khairagarh chhuikhadan gandai,2024,3,8098,2820786,3240017024.9217267
chhattisgarh,khairagarh chhuikhadan gandai,2024,4,8099,3292322,4067359111.7146077
chhattisgarh,khairagarh chhuikhadan gandai,2025,1,8100,3420688,4105362893.105549
chhattisgarh,khairagarh chhuikhadan gandai,2025,2,8101,3556145,4041559068.443823
chhattisgarh,khairagarh chhuikhadan gandai,2025,3,8102,3641234,3834259310.6903114
chhattisgarh,khairagarh chhuikhadan gandai,2025,4,8103,3900310,4270234611.493763
chhattisgarh,khairagarh chhuikhadan gandai,2026,1,8104,4099881,4637559781.768734
chhattisgarh,khairagarh chhuikhadan gandai,2026,2,8105,4273302,4671631551.659877
chhattisgarh,kondagaon,2018,1,8072,28120,31646054.50827058
chhattisgarh,kondagaon,2018,2,8073,38489,59470653.28464571
chhattisgarh,kondagaon,2018,3,8074,52397,82378469.78674392
chhattisgarh,kondagaon,2018,4,8075,79613,141416133.02278143
chhattisgarh,kondagaon,2019,1,8076,94118,163755924.15792322
chhattisgarh,kondagaon,2019,2,8077,105626,223580591.5007265
chhattisgarh,kondagaon,2019,3,8078,118180,251041644.36218795
chhattisgarh,kondagaon,2019,4,8079,148732,321266184.62598586
chhattisgarh,kondagaon,2020,1,8080,196060,375217857.23342836
chhattisgarh,kondagaon,2020,2,8081,253765,493101828.248704
chhattisgarh,kondagaon,2020,3,8082,322888,639662881.7268596
chhattisgarh,kondagaon,2020,4,8083,432456,883294319.5078772
chhattisgarh,kondagaon,2021,1,8084,484282,1025562111.41676
chhattisgarh,kondagaon,2021,2,8085,663847,1210049281.5097246
chhattisgarh,kondagaon,2021,3,8086,844476,1525035423.2035308
chhattisgarh,kondagaon,2021,4,8087,989695,1682554280.5284157
chhattisgarh,kondagaon,2022,1,8088,1304233,2346759013.8545566
chhattisgarh,kondagaon,2022,2,8089,1664959,2716892536.745453
chhattisgarh,kondagaon,2022,3,8090,1941229,2897612632.8340673
chhattisgarh,kondagaon,2022,4,8091,2269140,3304326549.7930727
chhattisgarh,kondagaon,2023,1,8092,2541841,3820271974.5208497
chhattisgarh,kondagaon,2023,2,8093,2982091,4278198265.4279366
chhattisgarh,kondagaon,2023,3,8094,3302729,4397153828.996468
chhattisgarh,kondagaon,2023,4,8095,3817072,5186582174.365067
chhattisgarh,kondagaon,2024,1,8096,4209107,5912061261.268483
chhattisgarh,kondagaon,2024,2,8097,4802539,6474495335.790258
chhattisgarh,kondagaon,2024,3,8098,4971451,6143308214.807678
chhattisgarh,kondagaon,2024,4,8099,5602834,7177452291.644131
chhattisgarh,kondagaon,2025,1,8100,5624979,7227158154.344522
chhattisgarh,kondagaon,2025,2,8101,5854839,7211931508.151315
chhattisgarh,kondagaon,2025,3,8102,6153030,6996310731.007452
chhattisgarh,kondagaon,2025,4,8103,6453761,7813327056.16055
chhattisgarh,kondagaon,2026,1,8104,6793810,8759198368.530712
chhattisgarh,kondagaon,2026,2,8105,6896760,8377319302.264477
chhattisgarh,korba,2018,1,8072,115284,121687226.71231747
chhattisgarh,korba,2018,2,8073,168266,251002296.0129696
chhattisgarh,korba,2018,3,8074,219877,338343272.1394855
chhattisgarh,korba,2018,4,8075,324718,551250581.80969
chhattisgarh,korba,2019,1,8076,457890,700343084.6149464
chhattisgarh,korba,2019,2,8077,482550,911628269.4323233
chhattisgarh,korba,2019,3,8078,523747,1006349467.4056921
chhattisgarh,korba,2019,4,8079,728940,1402031576.4685743
chhattisgarh,korba,2020,1,8080,903551,1629007410.3163795
chhattisgarh,korba,2020,2,8081,1159620,2021965544.896708
chhattisgarh,korba,2020,3,8082,1568864,2695859340.004973
chhattisgarh,korba,2020,4,8083,2323928,3833044896.1432304
chhattisgarh,korba,2021,1,8084,2804793,4586608732.578194
chhattisgarh,korba,2021,2,8085,3476002,5413353119.14662
chhattisgarh,korba,2021,3,8086,4768498,6890727707.14964
chhattisgarh,korba,2021,4,8087,5562526,7793976404.415167
chhattisgarh,korba,2022,1,8088,7297080,10452021395.675943
chhattisgarh,korba,2022,2,8089,8469087,11592949747.286076
chhattisgarh,korba,2022,3,8090,10043571,12509525346.874111
chhattisgarh,korba,2022,4,8091,11653749,14564045307.152348
chhattisgarh,korba,2023,1,8092,12851084,16398731252.733715
chhattisgarh,korba,2023,2,8093,14722364,17925248870.125225
chhattisgarh,korba,2023,3,8094,16915054,19311363305.708866
chhattisgarh,korba,2023,4,8095,19776088,22314504863.043655
chhattisgarh,korba,2024,1,8096,22901886,25691440801.078423
chhattisgarh,korba,2024,2,8097,25667208,27590505925.31621
chhattisgarh,korba,2024,3,8098,27200562,27147718408.136745
chhattisgarh,korba,2024,4,8099,30861957,31330701098.016693
chhattisgarh,korba,2025,1,8100,29622468,30744083868.93979
chhattisgarh,korba,2025,2,8101,32392684,31901968302.127834
chhattisgarh,korba,2025,3,8102,35714279,31941969244.388176
chhattisgarh,korba,2025,4,8103,38254854,35135469877.30748
chhattisgarh,korba,2026,1,8104,39084451,36782824222.81464
chhattisgarh,korba,2026,2,8105,39693602,37083892777.44479
chhattisgarh,korea,2018,1,8072,22935,26461563.627065077
chhattisgarh,korea,2018,2,8073,32293,55437351.55158889
chhattisgarh,korea,2018,3,8074,48926,82584574.34683977
chhattisgarh,korea,2018,4,8075,78304,135516733.64572236
chhattisgarh,korea,2019,1,8076,107249,161881921.14089316
chhattisgarh,korea,2019,2,8077,106007,203737851.60035872
chhattisgarh,korea,2019,3,8078,105217,214723062.669121
chhattisgarh,korea,2019,4,8079,152086,292213778.4983707
chhattisgarh,korea,2020,1,8080,168222,311747991.9704268
chhattisgarh,korea,2020,2,8081,228134,473305716.07104015
chhattisgarh,korea,2020,3,8082,292785,549702762.7692322
chhattisgarh,korea,2020,4,8083,401655,741413592.5287709
chhattisgarh,korea,2021,1,8084,465377,891398468.6507148
chhattisgarh,korea,2021,2,8085,624300,1072267105.0226326
chhattisgarh,korea,2021,3,8086,843383,1313915613.39405
chhattisgarh,korea,2021,4,8087,926800,1401563003.9373188
chhattisgarh,korea,2022,1,8088,1180103,1775192560.3839264
chhattisgarh,korea,2022,2,8089,1350568,1949916406.6486516
chhattisgarh,korea,2022,3,8090,1539034,1973137961.7477584
chhattisgarh,korea,2022,4,8091,1759524,2272954101.762889
chhattisgarh,korea,2023,1,8092,1945333,2452689032.5673904
chhattisgarh,korea,2023,2,8093,2272535,2707761460.3720903
chhattisgarh,korea,2023,3,8094,2549431,2901294144.129859
chhattisgarh,korea,2023,4,8095,2920865,3319233814.051964
chhattisgarh,korea,2024,1,8096,3263025,3801211553.924596
chhattisgarh,korea,2024,2,8097,3694889,4202382414.2898316
chhattisgarh,korea,2024,3,8098,3764945,4116180102.2999635
chhattisgarh,korea,2024,4,8099,4306246,4814074803.054877
chhattisgarh,korea,2025,1,8100,4364488,4827873769.074791
chhattisgarh,korea,2025,2,8101,4481477,4726095833.364108
chhattisgarh,korea,2025,3,8102,4707145,4612060827.677741
chhattisgarh,korea,2025,4,8103,5036214,5041837191.233392
chhattisgarh,korea,2026,1,8104,5161862,5286659311.163892
chhattisgarh,korea,2026,2,8105,5270734,5226968495.199009
chhattisgarh,mahasamund,2018,1,8072,80030,86067748.5542598
chhattisgarh,mahasamund,2018,2,8073,113665,149175563.4032244
chhattisgarh,mahasamund,2018,3,8074,148306,231280328.60956675
chhattisgarh,mahasamund,2018,4,8075,207930,341578600.2594587
chhattisgarh,mahasamund,2019,1,8076,241028,451897151.6145959
chhattisgarh,mahasamund,2019,2,8077,271558,556110307.2162982
chhattisgarh,mahasamund,2019,3,8078,299505,636928263.3167989
chhattisgarh,mahasamund,2019,4,8079,398803,856005351.6072372
chhattisgarh,mahasamund,2020,1,8080,489414,998758075.3394848
chhattisgarh,mahasamund,2020,2,8081,673985,1322292869.1518514
chhattisgarh,mahasamund,2020,3,8082,892505,1741527701.0865111
chhattisgarh,mahasamund,2020,4,8083,1215985,2349010028.8459573
chhattisgarh,mahasamund,2021,1,8084,1448521,2915392444.1612816
chhattisgarh,mahasamund,2021,2,8085,1928417,3538632638.4281855
chhattisgarh,mahasamund,2021,3,8086,2510706,4334013954.319045
chhattisgarh,mahasamund,2021,4,8087,2778480,4625821823.191044
chhattisgarh,mahasamund,2022,1,8088,3743285,6482394410.570923
chhattisgarh,mahasamund,2022,2,8089,4456069,7191034227.026844
chhattisgarh,mahasamund,2022,3,8090,5162306,7696153524.720219
chhattisgarh,mahasamund,2022,4,8091,5798073,8955692634.653517
chhattisgarh,mahasamund,2023,1,8092,6651754,10526967983.641092
chhattisgarh,mahasamund,2023,2,8093,7680738,11064586876.348822
