state,period_id,transactions,value_inr,registered_users,registered_merchants,year,quarter,period_label,quarter_start,retail_transactions,prior_period,prior_transactions,prior_users,prior_merchants,prior_retail,average_transaction_value,users_per_merchant,transactions_per_merchant,value_per_merchant,merchants_per_1000_users,transaction_qoq,user_qoq,merchant_qoq,retail_qoq,transaction_yoy,user_yoy,merchant_yoy,state_contribution
puducherry,8074,186869,415949662.45048106,79099,2.0,2018,3,2018-Q3,2018-07-01,84545,8073.0,128321.0,63878.0,,68910.0,2225.889058380368,39549.5,93434.5,207974831.22524053,0.025284769718959786,0.45626203037694535,0.23828235073108117,,0.22689014656798734,,,,0.0005384871694450711
punjab,8074,3874407,7787076149.215161,1542608,17.0,2018,3,2018-Q3,2018-07-01,1933346,8073.0,2932771.0,1225027.0,12.0,1731538.0,2009.875614310825,90741.64705882352,227906.29411764705,458063302.8950095,0.011020298092580877,0.3210738240387674,0.2592440819671731,0.41666666666666674,0.11654840956421397,,,,0.011164604395101219
rajasthan,8074,16464948,27314548840.20022,5199376,8587.0,2018,3,2018-Q3,2018-07-01,7654080,8073.0,11883013.0,4262966.0,139.0,7030908.0,1658.9514185043413,605.4938861069057,1917.4272737859555,3180918.695726123,1.6515443391668538,0.3855869719237033,0.21966161587964805,60.776978417266186,0.08863321778637978,,,,0.04744587515093614
sikkim,8074,124034,264307338.56030768,41742,,2018,3,2018-Q3,2018-07-01,75943,8073.0,87348.0,32306.0,,59274.0,2130.9265085404622,,,,,0.4199981682465541,0.29208196619822946,,0.28121942166885994,,,,0.0003574199978324385
tamil nadu,8074,10812101,22361948450.27646,3937412,211.0,2018,3,2018-Q3,2018-07-01,4759711,8073.0,7129251.0,3061794.0,58.0,3673579.0,2068.2334035056147,18660.72037914692,51242.184834123225,105980798.34254245,0.05358849924772922,0.5165830183282929,0.28598200924033423,2.6379310344827585,0.29566044448751483,,,,0.031156466097877245
telangana,8074,19955785,33180363175.15136,5290796,31579.0,2018,3,2018-Q3,2018-07-01,7792425,8073.0,11544276.0,4414688.0,395.0,6332946.0,1662.6939594283742,167.54159409734316,631.9321384464359,1050709.7493635442,5.968667096595673,0.7286302752983382,0.19845298240781672,78.94683544303797,0.23045814696667244,,,,0.05750517302872284
andaman & nicobar islands,8075,31139,107983057.52065912,20050,,2018,4,2018-Q4,2018-10-01,18359,8074.0,21154.0,15949.0,,13138.0,3467.775378806613,,,,,0.4720147489836437,0.2571321085961502,,0.3973968640584564,,,,7.268828963735514e-05
andhra pradesh,8075,35722329,57943164106.78687,6134766,28877.0,2018,4,2018-Q4,2018-10-01,14242724,8074.0,29262730.0,4841052.0,9605.0,9823208.0,1622.043291376295,212.44471378605812,1237.051251861343,2006550.6841703388,4.707107002940291,0.22074492024496695,0.2672381953344025,2.0064549713690787,0.4499055705630992,,,,0.08338723134567234
arunachal pradesh,8075,222216,597276469.6237385,71555,2.0,2018,4,2018-Q4,2018-10-01,141727,8074.0,160327.0,53503.0,,102215.0,2687.8193722492465,35777.5,111108.0,298638234.81186926,0.027950527566207813,0.3860173270877645,0.3374016410294749,,0.3865577459277014,,,,0.0005187225334806676
assam,8075,4296227,6693717176.148428,1200972,58.0,2018,4,2018-Q4,2018-10-01,2764241,8074.0,2726534.0,900297.0,12.0,1729859.0,1558.045507406482,20706.41379310345,74072.87931034483,115408916.83014531,0.04829421501916781,0.57571004065968,0.33397312220300623,3.833333333333333,0.5979574057770027,,,,0.010028754697447746
bihar,8075,18324599,32563096733.8254,4894391,780.0,2018,4,2018-Q4,2018-10-01,8778363,8074.0,16507213.0,3846555.0,79.0,6195903.0,1777.0155152549532,6274.860256410257,23493.07564102564,41747559.91516077,0.15936609886705005,0.11009647721877713,0.27240894774674995,8.873417721518987,0.41680123139435854,,,,0.04277541859405852
chandigarh,8075,603259,1354040230.1718202,175644,17.0,2018,4,2018-Q4,2018-10-01,279421,8074.0,417919.0,141119.0,6.0,197262.0,2244.5421123792935,10332.0,35485.82352941176,79649425.30422471,0.09678668215253582,0.4434830672929444,0.2446516769534932,1.8333333333333335,0.4164968417637456,,,,0.0014081975952452302
chhattisgarh,8075,6353226,10755271064.359688,1584333,828.0,2018,4,2018-Q4,2018-10-01,3372461,8074.0,4512546.0,1229445.0,27.0,2435063.0,1692.8834365973582,1913.445652173913,7672.978260869565,12989457.80719769,0.5226174042956878,0.4079027670853661,0.2886570769737564,29.666666666666668,0.38495841791362273,,,,0.014830441941602981
dadra & nagar haveli & daman & diu,8075,460719,718948346.7433174,101702,9.0,2018,4,2018-Q4,2018-10-01,240461,8074.0,327117.0,79851.0,5.0,190778.0,1560.4920716170102,11300.222222222223,51191.0,79883149.63814637,0.08849383492949991,0.4084226744559285,0.2736471678501209,0.8,0.26042310958286596,,,,0.0010754640840564124
delhi,8075,24850974,31024643827.81318,4336314,122312.0,2018,4,2018-Q4,2018-10-01,16093319,8074.0,12574966.0,3271387.0,20830.0,7857195.0,1248.4276804528135,35.45289096736216,203.17690823467854,253651.67626899388,28.206444459511005,0.9762259396963777,0.3255276737359414,4.871915506481037,1.0482270072207704,,,,0.05801004514860406
goa,8075,579647,1267443769.8483543,204229,231.0,2018,4,2018-Q4,2018-10-01,301078,8074.0,376513.0,160129.0,4.0,206471.0,2186.5786760707024,884.1082251082252,2509.2943722943724,5486769.566443092,1.1310832447889378,0.5395139078863147,0.27540295636642953,56.75,0.4582096275021674,,,,0.001353079707871929
gujarat,8075,16308079,26472137603.705414,5796205,1087.0,2018,4,2018-Q4,2018-10-01,8704983,8074.0,12242103.0,4601012.0,274.0,6110333.0,1623.252965827883,5332.295308187672,15002.832566697332,24353392.45971059,0.1875365001755459,0.33213051711785146,0.2597674163857864,2.9671532846715327,0.42463315829104564,,,,0.03806822215809336
haryana,8075,14526062,27650255494.45132,3994128,29642.0,2018,4,2018-Q4,2018-10-01,7602117,8074.0,9035319.0,3194626.0,3949.0,4806047.0,1903.4928733232255,134.74556372714392,490.0499966264085,932806.6761504393,7.421394607283492,0.6076977470302931,0.25026466321879304,6.506204102304381,0.5817816596466909,,,,0.0339084300056578
himachal pradesh,8075,1486465,2782592809.741012,536663,17.0,2018,4,2018-Q4,2018-10-01,826781,8074.0,983069.0,411528.0,1.0,591381.0,1871.9531302391997,31568.41176470588,87439.11764705883,163681929.9847654,0.03167723506185446,0.5120657858197135,0.30407408487393317,16.0,0.3980513408445656,,,,0.0034698801649311506
jammu & kashmir,8075,1268516,3101815416.7378845,601895,21.0,2018,4,2018-Q4,2018-10-01,673367,8074.0,1277209.0,476825.0,8.0,484480.0,2445.231606647362,28661.666666666668,60405.52380952381,147705496.03513736,0.034889806361574696,-0.006806247059017001,0.2622974885964453,1.625,0.3898757430647293,,,,0.002961118161071942
jharkhand,8075,7195365,11735730521.99698,1954512,227.0,2018,4,2018-Q4,2018-10-01,3314423,8074.0,9200318.0,1545612.0,16.0,2349945.0,1631.0125368201586,8610.185022026431,31697.64317180617,51699253.40086775,0.11614152279443667,-0.21792214138685206,0.2645553994146008,13.1875,0.41042577592241525,,,,0.016796261124843052
karnataka,8075,42808188,67783584568.181816,8476930,230749.0,2018,4,2018-Q4,2018-10-01,22411453,8074.0,23401492.0,6536115.0,65096.0,11393430.0,1583.425688753325,36.7365839071892,185.51841178076612,293754.6189503825,27.220821688984103,0.8292931066104674,0.29693709489505626,2.544749293351358,0.9670505721279721,,,,0.09992787077922703
kerala,8075,4444604,7775997131.858362,1712592,172.0,2018,4,2018-Q4,2018-10-01,2322398,8074.0,3089723.0,1311720.0,97.0,1718134.0,1749.5365463061191,9956.93023255814,25840.720930232557,45209285.65033931,0.10043256070330821,0.43851212552063723,0.30560790412588057,0.7731958762886597,0.35169783032056867,,,,0.010375113615573629
ladakh,8075,44498,157126695.5508374,35989,3.0,2018,4,2018-Q4,2018-10-01,25020,8074.0,30349.0,27274.0,,18155.0,3531.0956795999236,11996.333333333334,14832.666666666666,52375565.183612466,0.08335880407902414,0.46620975979439194,0.3195350883625432,,0.3781327458000552,,,,0.0001038724272546655
lakshadweep,8075,3019,9506907.55399945,1903,,2018,4,2018-Q4,2018-10-01,1800,8074.0,2676.0,1491.0,,1481.0,3149.0253574029316,,,,,0.12817638266068765,0.2763246143527833,,0.21539500337609718,,,,7.0473023030660955e-06
madhya pradesh,8075,22807607,35619617648.65941,5311159,498.0,2018,4,2018-Q4,2018-10-01,10163524,8074.0,18062698.0,4233736.0,76.0,7152252.0,1561.7428715191124,10664.977911646587,45798.40763052209,71525336.64389439,0.09376484492367862,0.2626910442725665,0.25448516393086384,5.552631578947368,0.42102431513878424,,,,0.053240179310542035
maharashtra,8075,45715147,76570396171.72795,13355155,229210.0,2018,4,2018-Q4,2018-10-01,23240057,8074.0,30786153.0,10390459.0,38653.0,16189479.0,1674.9458592297199,58.266022424850576,199.4465642860259,334062.19698847324,17.16266115967954,0.48492560925036665,0.28532868470969386,4.929940754921998,0.43550369965580726,,,,0.10671363389801429
manipur,8075,285294,690125762.2015524,93713,3.0,2018,4,2018-Q4,2018-10-01,164993,8074.0,219782.0,71019.0,,113751.0,2418.9985145202927,31237.666666666668,95098.0,230041920.7338508,0.032012634319678164,0.2980771855747968,0.31954828989425366,,0.45047516065792825,,,,0.0006659665661646037
meghalaya,8075,182356,368078549.9946032,56903,3.0,2018,4,2018-Q4,2018-10-01,118819,8074.0,123884.0,42882.0,,81832.0,2018.4614161014895,18967.666666666668,60785.333333333336,122692849.99820107,0.05272129764687275,0.47198992605986234,0.32696702579170744,,0.45198699775149076,,,,0.00042567666736598907
mizoram,8075,66234,213839671.5236764,22190,,2018,4,2018-Q4,2018-10-01,36184,8074.0,45614.0,16728.0,,24604.0,3228.5483516574027,,,,,0.4520541938878415,0.32651841224294587,,0.47065517801983425,,,,0.00015461113638333217
nagaland,8075,173326,459578755.8604632,44601,15.0,2018,4,2018-Q4,2018-10-01,109267,8074.0,117956.0,33223.0,1.0,77504.0,2651.5280792291014,2973.4,11555.066666666668,30638583.72403088,0.33631532925270735,0.46941232323917403,0.3424735875748728,14.0,0.4098240090834022,,,,0.00040459778700935214
odisha,8075,23730246,26644806732.25345,3565892,448.0,2018,4,2018-Q4,2018-10-01,9660259,8074.0,33773146.0,2740899.0,41.0,6109834.0,1122.820502250733,7959.580357142857,52969.299107142855,59475015.02735145,0.1256347640366001,-0.29736347333470203,0.3009935791140059,9.926829268292684,0.5811000757140046,,,,0.05539391099308546
puducherry,8075,317336,629583184.6702774,106491,193.0,2018,4,2018-Q4,2018-10-01,135865,8074.0,186869.0,79099.0,2.0,84545.0,1983.9639519949749,551.7668393782384,1644.2279792746115,3262089.0397423697,1.8123597299302288,0.6981735868442598,0.3463002060708733,95.5,0.6070140162043882,,,,0.0007407627438376226
punjab,8075,5490558,11861935853.584469,1950642,113.0,2018,4,2018-Q4,2018-10-01,2824577,8074.0,3874407.0,1542608.0,17.0,1933346.0,2160.424469349831,17262.318584070796,48589.008849557526,104972883.66003954,0.05792964572689402,0.417135060926743,0.2645091948181262,5.647058823529412,0.46097853151996593,,,,0.012816701569565412
rajasthan,8075,24362909,42987736624.69517,6407477,45801.0,2018,4,2018-Q4,2018-10-01,11168140,8074.0,16464948.0,5199376.0,8587.0,7654080.0,1764.4747031109941,139.89818999585162,531.9296303574158,938576.3766008421,7.148055311006188,0.4796833248425685,0.23235499798437353,4.333760335390707,0.45910939002466655,,,,0.05687074683838679
sikkim,8075,181845,431701308.0315608,53799,1.0,2018,4,2018-Q4,2018-10-01,108280,8074.0,124034.0,41742.0,,75943.0,2374.007028136934,53799.0,181845.0,431701308.0315608,0.018587706091191286,0.4660899430801231,0.2888457668535289,,0.4258061967528277,,,,0.00042448383150084606
tamil nadu,8075,17123273,33652624050.33696,5262463,12417.0,2018,4,2018-Q4,2018-10-01,7901767,8074.0,10812101.0,3937412.0,211.0,4759711.0,1965.3149284215092,423.8111460095031,1379.0185229926713,2710205.689807277,2.3595415302682414,0.5837137481420123,0.33652841003176714,57.84834123222749,0.6601358779976347,,,,0.039971143176193935
telangana,8075,30393583,51158381363.15648,6687832,116006.0,2018,4,2018-Q4,2018-10-01,13909469,8074.0,19955785.0,5290796.0,31579.0,7792425.0,1683.1967906895504,57.6507422029895,262.0000948226816,440997.7187658955,17.345830457463645,0.5230462244406822,0.2640502487716405,2.6735172108046488,0.7849987648260972,,,,0.07094825023992399
tripura,8075,538364,726298399.8778081,155407,6.0,2018,4,2018-Q4,2018-10-01,319338,8074.0,446745.0,116340.0,,221767.0,1349.0842624651873,25901.166666666668,89727.33333333333,121049733.31296802,0.03860829949744864,0.20508119844654105,0.3358002406738869,,0.4399707801431232,,,,0.0012567121090055898
uttar pradesh,8075,40312896,60754036465.70648,10830097,44207.0,2018,4,2018-Q4,2018-10-01,22044677,8074.0,29327534.0,8443146.0,5805.0,13655861.0,1507.0620693116784,244.98602031352502,911.9120501278078,1374308.061295869,4.081865564084976,0.3745750324592583,0.28270872018558,6.615331610680448,0.6143015076090772,,,,0.0941030688387095
uttarakhand,8075,3625698,6268906600.516947,1050477,102.0,2018,4,2018-Q4,2018-10-01,1847664,8074.0,2523526.0,835826.0,10.0,1333958.0,1729.0206190689205,10298.79411764706,35546.05882352941,61459868.63251909,0.09709874656941561,0.4367587256877876,0.25681302089190816,9.2,0.3850990810805137,,,,0.008463527613654235
west bengal,8075,33555072,33751269225.912643,6251947,2273.0,2018,4,2018-Q4,2018-10-01,16379853,8074.0,54031451.0,4790914.0,387.0,9636974.0,1005.8470214551363,2750.5266168059834,14762.460184777827,14848776.606208818,0.3635667416886292,-0.378971480888048,0.30495913723352164,4.873385012919897,0.6996884084153387,,,,0.07832816700402408
tripura,8076,722617,930951274.7847986,187484,389.0,2019,1,2019-Q1,2019-01-01,343127,8075.0,538364.0,155407.0,6.0,319338.0,1288.305249924647,481.96401028277637,1857.6272493573265,2393190.937750125,2.07484371999744,0.3422461383004807,0.20640640382994335,63.83333333333333,0.07449473598506917,2.9257941315484954,2.353437790656078,,0.0010032357409415816
uttar pradesh,8076,64046373,84430169656.88228,13103108,234825.0,2019,1,2019-Q1,2019-01-01,27231898,8075.0,40312896.0,10830097.0,44207.0,22044677.0,1318.266214027175,55.799459171723626,272.74086234429893,359545.06401312584,17.921320651558393,0.5887316306920742,0.20987909895913215,4.311941547718687,0.23530492190926644,3.331418541793556,1.6623664408458874,9783.375,0.08891793366510324
uttarakhand,8076,6519708,8342691139.590234,1272751,7020.0,2019,1,2019-Q1,2019-01-01,2334030,8075.0,3625698.0,1050477.0,102.0,1847664.0,1279.6111635045977,181.30356125356124,928.7333333333333,1188417.54125217,5.5156114589578005,0.7981938925966807,0.21159339995068915,67.82352941176471,0.2632329254669681,3.4929016554878913,1.5457769439099422,,0.009051550248752462
west bengal,8076,43101342,42921381534.937065,7438601,160231.0,2019,1,2019-Q1,2019-01-01,16502874,8075.0,33555072.0,6251947.0,2273.0,16379853.0,995.8247131826444,46.42423126610955,268.99502593131166,267871.89454560645,21.54047515117426,0.28449558981724143,0.18980551178696814,69.49318081830181,0.0075105069624250564,3.2458013927174063,1.8869585837581142,5524.206896551724,0.05983917729163099
andaman & nicobar islands,8076,40726,126352730.02408026,24369,5.0,2019,1,2019-Q1,2019-01-01,24638,8075.0,31139.0,20050.0,,18359.0,3102.5077352079816,4873.8,8145.2,25270546.00481605,0.20517871065698223,0.3078775811683099,0.2154114713216957,,0.34201209216188255,3.4808009682033223,1.6225785622040463,,5.654140268715911e-05
andhra pradesh,8076,67981444,98042197867.21909,7399826,117391.0,2019,1,2019-Q1,2019-01-01,21565529,8075.0,35722329.0,6134766.0,28877.0,14242724.0,1442.1905758168227,63.035718240750995,579.1026910069767,835176.4434004233,15.864021667536507,0.9030518418885847,0.2062116142653201,3.0652076046680747,0.5141435725357031,5.258171236977034,1.4839741298081557,3912.0333333333333,0.09438113736823053
arunachal pradesh,8076,293223,762934389.2826967,88991,27.0,2019,1,2019-Q1,2019-01-01,175799,8075.0,222216.0,71555.0,2.0,141727.0,2601.891356689948,3295.962962962963,10860.111111111111,28256829.232692473,0.3034014675641357,0.3195404471325196,0.24367269932219981,12.5,0.24040585068476727,4.1831824931061306,2.3379969992498126,,0.00040709226833317427
assam,8076,4947555,8430938338.259106,1461630,2157.0,2019,1,2019-Q1,2019-01-01,2757939,8075.0,4296227.0,1200972.0,58.0,2764241.0,1704.0615694538224,677.6216968011126,2293.720445062587,3908640.861501672,1.4757496767307732,0.15160465217503627,0.21703919824941798,36.189655172413794,-0.002279830159526597,2.817905488308349,2.254445379610704,,0.006868872454252013
bihar,8076,28578223,44383537984.84218,5903371,47091.0,2019,1,2019-Q1,2019-01-01,10134940,8075.0,18324599.0,4894391.0,780.0,8778363.0,1553.0545053428332,125.3609182221656,606.8722898218343,942505.7438755214,7.976967735891916,0.559555164072076,0.20615026466009767,59.37307692307692,0.15453644375380704,2.93216646124016,1.7156006813645508,23544.5,0.03967619738561195
chandigarh,8076,876820,1678862941.0300002,207673,6750.0,2019,1,2019-Q1,2019-01-01,360000,8075.0,603259.0,175644.0,17.0,279421.0,1914.7178908213775,30.76637037037037,129.89925925925925,248720.43570814817,32.50302157719106,0.45347189184081804,0.1823518025096218,396.05882352941177,0.28837846833273084,2.9148119209733228,1.4575523052163213,,0.001217321433584316
chhattisgarh,8076,8806110,13924157587.499626,1925189,23858.0,2019,1,2019-Q1,2019-01-01,4062272,8075.0,6353226.0,1584333.0,828.0,3372461.0,1581.1927840442177,80.6936457372789,369.1051219716657,583626.3554153587,12.392549510723363,0.38608480164250425,0.21514164004663172,27.814009661835748,0.20454232087487445,2.8145235976841114,1.8047829602488363,2384.8,0.012225846182228028
dadra & nagar haveli & daman & diu,8076,765460,972578611.6164718,122413,139.0,2019,1,2019-Q1,2019-01-01,285372,8075.0,460719.0,101702.0,9.0,240461.0,1270.5805811100147,880.6690647482014,5506.906474820144,6996968.42889548,1.1355003145090798,0.6614465650429002,0.20364397946943025,14.444444444444445,0.18677041183393572,3.3554159625374824,1.63225459627997,,0.0010627162525392332
delhi,8076,36894345,44300658315.162735,5182927,291072.0,2019,1,2019-Q1,2019-01-01,20659076,8075.0,24850974.0,4336314.0,122312.0,16093319.0,1200.743862376815,17.806340012093226,126.75332907321899,152198.28192049643,56.15977226767809,0.48462370126820775,0.19523793710510806,1.379750147164628,0.28370512011847904,6.589261544233869,1.6514322693520707,8315.342857142858,0.051221775217894595
goa,8076,869079,1729283766.1123345,248825,766.0,2019,1,2019-Q1,2019-01-01,405891,8075.0,579647.0,204229.0,231.0,301078.0,1989.788921504644,324.8368146214099,1134.5678851174935,2257550.608501742,3.0784688033758667,0.4993245889308493,0.21836272027968606,2.316017316017316,0.3481257348594051,3.739147031077035,1.5589802130898023,,0.0012065743187632853
gujarat,8076,26455226,36847763352.85492,6920980,50733.0,2019,1,2019-Q1,2019-01-01,11548425,8075.0,16308079.0,5796205.0,1087.0,8704983.0,1392.8349488624638,136.41968738296572,521.4599176078686,726307.5976751803,7.330320272562556,0.6222159581149931,0.1940536954783345,45.672493100275986,0.32664532486737774,2.9869155537658587,1.4599549735592285,2204.782608695652,0.036728762619599314
haryana,8076,25636840,38591994904.580345,4759566,120132.0,2019,1,2019-Q1,2019-01-01,10298565,8075.0,14526062.0,3994128.0,29642.0,7602117.0,1505.3335319243847,39.61946858455699,213.40558718742716,321246.58629324695,25.240116430783814,0.7648857618809557,0.1916408287365854,3.0527629714594156,0.3546969876943489,4.082240751471385,1.39356875926901,30032.0,0.03559256725596101
himachal pradesh,8076,2315161,3423445243.3702383,664582,358.0,2019,1,2019-Q1,2019-01-01,1063259,8075.0,1486465.0,536663.0,17.0,826781.0,1478.7072015165418,1856.3743016759777,6466.930167597765,9562696.210531391,0.538684466326202,0.5574944583289885,0.23836001363984471,20.058823529411764,0.2860225380118797,3.35059607477619,1.8527607625310676,,0.0032142231102147514
jammu & kashmir,8076,1828165,3498272585.7855463,740329,1545.0,2019,1,2019-Q1,2019-01-01,772422,8075.0,1268516.0,601895.0,21.0,673367.0,1913.543135212383,479.17734627831715,1183.2783171521035,2264254.100832069,2.086910008928463,0.4411840292120872,0.22999692637420144,72.57142857142857,0.14710403093706703,1.7861446012652342,1.8806912142943304,771.5,0.0025381086638405497
jharkhand,8076,10723720,15422660565.0615,2344245,39115.0,2019,1,2019-Q1,2019-01-01,3804061,8075.0,7195365.0,1954512.0,227.0,3314423.0,1438.181952257379,59.93212322638374,274.15876262303465,394290.18445766333,16.685542680052638,0.49036497801014955,0.1994016920847761,171.31277533039648,0.14772948413645448,3.0043764002987308,1.6628768559527365,,0.014888134627126206
